telemetry_id,asset_id,timestamp,temperature_c,vibration_mm_s,current_amps,voltage_v,operating_hours,runtime_hours,is_abnormal,failure_risk
248,CHILLER-001,2026-08-31T03:17:19,57.9,6.47,165.9,414.5,18580.0,1.0,1,1.0
249,CHILLER-001,2026-08-31T04:17:19,46.6,3.88,130.0,414.3,18581.0,1.0,0,0.86
250,CHILLER-001,2026-08-31T05:17:19,46.9,3.61,129.7,415.5,18582.0,1.0,0,0.86
251,CHILLER-001,2026-08-31T06:17:19,46.8,3.7,129.7,415.0,18583.0,1.0,0,0.86
252,CHILLER-001,2026-08-31T07:17:19,47.7,3.9,132.2,408.1,18584.0,1.0,0,0.86
253,CHILLER-001,2026-08-31T08:17:19,45.8,3.76,130.1,413.3,18585.0,1.0,0,0.86
254,CHILLER-001,2026-08-31T09:17:19,47.5,3.66,129.6,414.5,18586.0,1.0,0,0.86
255,CHILLER-001,2026-08-31T10:17:19,46.8,3.85,129.7,413.8,18587.0,1.0,0,0.86
256,CHILLER-001,2026-08-31T11:17:19,46.4,3.76,130.1,411.0,18588.0,1.0,0,0.86
257,CHILLER-001,2026-08-31T12:17:19,48.0,3.64,130.8,415.4,18589.0,1.0,0,0.86
258,CHILLER-001,2026-08-31T13:17:19,48.1,3.93,130.8,414.9,18590.0,1.0,0,0.86
259,CHILLER-001,2026-08-31T14:17:19,46.5,3.48,130.5,415.6,18591.0,1.0,0,0.86
260,CHILLER-001,2026-08-31T15:17:19,55.3,6.39,165.8,408.2,18592.0,1.0,1,1.0
261,CHILLER-001,2026-08-31T16:17:19,53.7,6.38,166.4,412.8,18593.0,1.0,1,1.0
262,CHILLER-001,2026-08-31T17:17:19,46.0,3.37,130.2,414.1,18594.0,1.0,0,0.86
263,CHILLER-001,2026-08-31T18:17:19,48.2,3.52,130.3,411.8,18595.0,1.0,0,0.86
264,CHILLER-001,2026-08-31T19:17:19,47.1,3.8,130.9,416.7,18596.0,1.0,0,0.86
265,CHILLER-001,2026-08-31T20:17:19,46.0,3.68,131.2,412.5,18597.0,1.0,0,0.86
266,CHILLER-001,2026-08-31T21:17:19,47.8,3.5,131.1,414.6,18598.0,1.0,0,0.86
267,CHILLER-001,2026-08-31T22:17:19,46.2,3.68,131.0,413.2,18599.0,1.0,0,0.86
268,CHILLER-001,2026-08-31T23:17:19,46.9,3.73,129.7,412.5,18600.0,1.0,0,0.86
269,CHILLER-001,2026-09-01T00:17:19,47.2,3.67,130.8,415.4,18601.0,1.0,0,0.87
270,CHILLER-001,2026-09-01T01:17:19,46.8,3.68,130.6,412.1,18602.0,1.0,0,0.87
271,CHILLER-001,2026-09-01T02:17:19,45.8,3.81,130.1,414.8,18603.0,1.0,0,0.87
272,CHILLER-001,2026-09-01T03:17:19,46.4,3.52,130.4,413.9,18604.0,1.0,0,0.87
273,CHILLER-001,2026-09-01T04:17:19,47.3,3.71,131.1,411.4,18605.0,1.0,0,0.87
274,CHILLER-001,2026-09-01T05:17:19,54.8,6.18,167.0,414.9,18606.0,1.0,1,1.0
275,CHILLER-001,2026-09-01T06:17:19,46.9,3.7,130.9,413.6,18607.0,1.0,0,0.87
276,CHILLER-001,2026-09-01T07:17:19,45.4,3.76,130.8,412.1,18608.0,1.0,0,0.87
277,CHILLER-001,2026-09-01T08:17:19,47.1,3.78,130.8,412.8,18609.0,1.0,0,0.87
278,CHILLER-001,2026-09-01T09:17:19,44.8,3.78,130.6,410.2,18610.0,1.0,0,0.87
279,CHILLER-001,2026-09-01T10:17:19,46.2,3.53,130.8,411.2,18611.0,1.0,0,0.87
280,CHILLER-001,2026-09-01T11:17:19,46.2,3.65,131.5,407.4,18612.0,1.0,0,0.87
281,CHILLER-001,2026-09-01T12:17:19,46.9,3.98,130.2,414.9,18613.0,1.0,0,0.87
282,CHILLER-001,2026-09-01T13:17:19,45.7,3.56,130.4,411.6,18614.0,1.0,0,0.87
283,CHILLER-001,2026-09-01T14:17:19,46.5,3.77,130.6,411.2,18615.0,1.0,0,0.87
284,CHILLER-001,2026-09-01T15:17:19,48.5,3.63,130.6,412.0,18616.0,1.0,0,0.87
285,CHILLER-001,2026-09-01T16:17:19,47.3,3.88,130.6,409.5,18617.0,1.0,0,0.87
286,CHILLER-001,2026-09-01T17:17:19,45.9,3.78,130.5,408.8,18618.0,1.0,0,0.87
287,CHILLER-001,2026-09-01T18:17:19,46.5,3.57,129.7,412.0,18619.0,1.0,0,0.87
288,CHILLER-001,2026-09-01T19:17:19,46.9,3.71,130.0,412.5,18620.0,1.0,0,0.87
289,CHILLER-001,2026-09-01T20:17:19,47.3,3.57,130.4,412.5,18621.0,1.0,0,0.87
290,CHILLER-001,2026-09-01T21:17:19,46.4,3.95,130.3,412.8,18622.0,1.0,0,0.87
291,CHILLER-001,2026-09-01T22:17:19,46.0,3.61,130.7,417.4,18623.0,1.0,0,0.87
292,CHILLER-001,2026-09-01T23:17:19,46.2,3.8,130.9,413.6,18624.0,1.0,0,0.87
293,CHILLER-001,2026-09-02T00:17:19,46.3,3.89,130.0,411.6,18625.0,1.0,0,0.87
294,CHILLER-001,2026-09-02T01:17:19,46.4,3.8,130.8,415.0,18626.0,1.0,0,0.87
295,CHILLER-001,2026-09-02T02:17:19,47.3,3.77,130.4,412.1,18627.0,1.0,0,0.87
296,CHILLER-001,2026-09-02T03:17:19,45.8,3.89,131.1,414.2,18628.0,1.0,0,0.87
297,CHILLER-001,2026-09-02T04:17:19,45.8,3.81,129.0,410.2,18629.0,1.0,0,0.87
298,CHILLER-001,2026-09-02T05:17:19,47.0,3.81,130.5,417.6,18630.0,1.0,0,0.87
299,CHILLER-001,2026-09-02T06:17:19,46.2,3.72,130.7,410.4,18631.0,1.0,0,0.87
300,CHILLER-001,2026-09-02T07:17:19,46.0,3.54,130.5,412.6,18632.0,1.0,0,0.87
301,CHILLER-001,2026-09-02T08:17:19,47.3,3.67,130.7,411.4,18633.0,1.0,0,0.87
302,CHILLER-001,2026-09-02T09:17:19,48.0,3.69,130.6,412.8,18634.0,1.0,0,0.87
303,CHILLER-001,2026-09-02T10:17:19,46.4,3.99,130.8,410.2,18635.0,1.0,0,0.87
304,CHILLER-001,2026-09-02T11:17:19,45.1,3.75,131.0,409.9,18636.0,1.0,0,0.87
305,CHILLER-001,2026-09-02T12:17:19,48.5,3.82,130.2,419.4,18637.0,1.0,0,0.87
306,CHILLER-001,2026-09-02T13:17:19,46.8,3.6,130.5,413.1,18638.0,1.0,0,0.87
307,CHILLER-001,2026-09-02T14:17:19,46.9,3.89,131.1,415.3,18639.0,1.0,0,0.87
308,CHILLER-001,2026-09-02T15:17:19,45.7,3.32,130.6,412.2,18640.0,1.0,0,0.87
309,CHILLER-001,2026-09-02T16:17:19,45.8,3.77,129.6,411.9,18641.0,1.0,0,0.87
310,CHILLER-001,2026-09-02T17:17:19,48.1,3.95,130.7,415.4,18642.0,1.0,0,0.87
311,CHILLER-001,2026-09-02T18:17:19,44.9,3.87,129.8,412.5,18643.0,1.0,0,0.87
312,CHILLER-001,2026-09-02T19:17:19,45.8,3.68,130.1,413.3,18644.0,1.0,0,0.87
313,CHILLER-001,2026-09-02T20:17:19,46.8,3.89,130.4,413.8,18645.0,1.0,0,0.87
314,CHILLER-001,2026-09-02T21:17:19,47.9,3.86,131.3,412.8,18646.0,1.0,0,0.87
315,CHILLER-001,2026-09-02T22:17:19,46.7,3.63,131.6,412.7,18647.0,1.0,0,0.87
316,CHILLER-001,2026-09-02T23:17:19,47.9,3.69,130.3,410.8,18648.0,1.0,0,0.87
317,CHILLER-001,2026-09-03T00:17:19,48.2,3.71,130.5,418.2,18649.0,1.0,0,0.87
318,CHILLER-001,2026-09-03T01:17:19,47.5,3.74,130.3,419.7,18650.0,1.0,0,0.87
319,CHILLER-001,2026-09-03T02:17:19,46.5,3.92,129.7,415.0,18651.0,1.0,0,0.87
320,CHILLER-001,2026-09-03T03:17:19,48.4,3.94,131.0,412.6,18652.0,1.0,0,0.87
321,CHILLER-001,2026-09-03T04:17:19,47.2,3.79,131.4,410.5,18653.0,1.0,0,0.87
322,CHILLER-001,2026-09-03T05:17:19,47.9,3.67,130.3,411.0,18654.0,1.0,0,0.87
323,CHILLER-001,2026-09-03T06:17:19,47.8,3.75,130.6,415.3,18655.0,1.0,0,0.87
324,CHILLER-001,2026-09-03T07:17:19,47.9,3.88,130.4,414.7,18656.0,1.0,0,0.87
325,CHILLER-001,2026-09-03T08:17:19,45.5,3.81,130.9,407.7,18657.0,1.0,0,0.87
326,CHILLER-001,2026-09-03T09:17:19,47.2,3.69,129.9,414.8,18658.0,1.0,0,0.87
327,CHILLER-001,2026-09-03T10:17:19,44.9,3.81,129.6,415.3,18659.0,1.0,0,0.87
328,CHILLER-001,2026-09-03T11:17:19,48.0,3.85,130.7,416.6,18660.0,1.0,0,0.87
329,CHILLER-001,2026-09-03T12:17:19,47.6,3.57,129.7,413.2,18661.0,1.0,0,0.87
330,CHILLER-001,2026-09-03T13:17:19,54.6,6.26,166.4,410.9,18662.0,1.0,1,1.0
331,CHILLER-001,2026-09-03T14:17:19,45.7,3.71,130.2,414.5,18663.0,1.0,0,0.87
332,CHILLER-001,2026-09-03T15:17:19,47.1,3.67,130.8,412.3,18664.0,1.0,0,0.87
333,CHILLER-001,2026-09-03T16:17:19,46.6,3.64,131.3,417.4,18665.0,1.0,0,0.87
334,CHILLER-001,2026-09-03T17:17:19,45.7,3.7,130.4,413.2,18666.0,1.0,0,0.87
335,CHILLER-001,2026-09-03T18:17:19,47.6,3.55,129.6,416.5,18667.0,1.0,0,0.87
336,CHILLER-001,2026-09-03T19:17:19,46.9,3.63,130.2,412.9,18668.0,1.0,0,0.87
337,PUMP-001,2026-08-27T20:17:19,37.6,1.63,44.8,420.0,12101.0,1.0,0,0.4
338,PUMP-001,2026-08-27T21:17:19,37.9,1.84,45.3,415.8,12102.0,1.0,0,0.4
339,PUMP-001,2026-08-27T22:17:19,37.2,1.56,44.0,413.7,12103.0,1.0,0,0.4
340,PUMP-001,2026-08-27T23:17:19,38.4,1.56,0.4,418.6,12103.0,0.0,0,0.4
341,PUMP-001,2026-08-28T00:17:19,38.3,1.95,0.0,416.8,12103.0,0.0,0,0.4
342,PUMP-001,2026-08-28T01:17:19,38.5,1.46,9.0,411.9,12103.2,0.2,0,0.4
343,PUMP-001,2026-08-28T02:17:19,39.5,1.72,9.1,413.4,12103.4,0.2,0,0.4
344,PUMP-001,2026-08-28T03:17:19,37.1,1.83,9.4,415.3,12103.6,0.2,0,0.4
345,PUMP-001,2026-08-28T04:17:19,39.1,1.79,8.1,413.2,12103.8,0.2,0,0.4
346,PUMP-001,2026-08-28T05:17:19,39.4,1.92,0.0,417.0,12103.8,0.0,0,0.4
347,PUMP-001,2026-08-28T06:17:19,38.1,1.91,44.7,413.2,12104.8,1.0,0,0.4
348,PUMP-001,2026-08-28T07:17:19,39.2,1.62,45.8,413.9,12105.8,1.0,0,0.4
349,PUMP-001,2026-08-28T08:17:19,37.1,1.82,44.7,415.7,12106.8,1.0,0,0.4
350,PUMP-001,2026-08-28T09:17:19,36.8,1.56,45.3,412.8,12107.8,1.0,0,0.4
351,PUMP-001,2026-08-28T10:17:19,36.9,1.6,45.4,415.8,12108.8,1.0,0,0.4
352,PUMP-001,2026-08-28T11:17:19,37.5,1.92,44.7,414.1,12109.8,1.0,0,0.4
353,PUMP-001,2026-08-28T12:17:19,39.6,1.71,45.1,418.5,12110.8,1.0,0,0.4
354,PUMP-001,2026-08-28T13:17:19,38.3,1.72,44.4,419.7,12111.8,1.0,0,0.4
355,PUMP-001,2026-08-28T14:17:19,35.9,1.91,44.9,416.4,12112.8,1.0,0,0.4
356,PUMP-001,2026-08-28T15:17:19,38.0,2.05,45.4,414.6,12113.8,1.0,0,0.4
357,PUMP-001,2026-08-28T16:17:19,36.9,2.08,44.2,414.5,12114.8,1.0,0,0.4
358,PUMP-001,2026-08-28T17:17:19,37.8,1.7,44.5,413.7,12115.8,1.0,0,0.4
359,PUMP-001,2026-08-28T18:17:19,39.0,1.72,45.2,415.3,12116.8,1.0,0,0.4
360,PUMP-001,2026-08-28T19:17:19,35.7,2.0,43.8,413.6,12117.8,1.0,0,0.4
361,PUMP-001,2026-08-28T20:17:19,37.2,1.95,44.4,411.2,12118.8,1.0,0,0.4
362,PUMP-001,2026-08-28T21:17:19,36.8,1.93,45.1,417.5,12119.8,1.0,0,0.4
363,PUMP-001,2026-08-28T22:17:19,38.5,1.5,44.9,415.2,12120.8,1.0,0,0.4
364,PUMP-001,2026-08-28T23:17:19,37.7,2.02,0.7,412.5,12120.8,0.0,0,0.4
365,PUMP-001,2026-08-29T00:17:19,38.0,1.7,0.0,411.6,12120.8,0.0,0,0.4
366,PUMP-001,2026-08-29T01:17:19,37.7,1.69,8.6,413.6,12121.0,0.2,0,0.4
367,PUMP-001,2026-08-29T02:17:19,37.9,1.77,0.0,412.8,12121.0,0.0,0,0.4
368,PUMP-001,2026-08-29T03:17:19,37.7,1.7,8.6,419.4,12121.2,0.2,0,0.4
369,PUMP-001,2026-08-29T04:17:19,37.9,1.89,0.0,417.9,12121.2,0.0,0,0.4
370,PUMP-001,2026-08-29T05:17:19,37.2,1.75,9.2,415.5,12121.4,0.2,0,0.4
371,PUMP-001,2026-08-29T06:17:19,37.9,1.69,45.6,414.1,12122.4,1.0,0,0.4
372,PUMP-001,2026-08-29T07:17:19,38.5,1.81,44.9,412.1,12123.4,1.0,0,0.4
373,PUMP-001,2026-08-29T08:17:19,39.4,1.94,45.2,416.4,12124.4,1.0,0,0.4
374,PUMP-001,2026-08-29T09:17:19,37.2,1.95,46.0,416.7,12125.4,1.0,0,0.4
375,PUMP-001,2026-08-29T10:17:19,34.6,1.64,45.7,415.9,12126.4,1.0,0,0.4
376,PUMP-001,2026-08-29T11:17:19,38.9,1.75,45.1,417.7,12127.4,1.0,0,0.4
377,PUMP-001,2026-08-29T12:17:19,38.3,1.72,44.9,415.3,12128.4,1.0,0,0.4
378,PUMP-001,2026-08-29T13:17:19,37.3,1.68,45.4,418.7,12129.4,1.0,0,0.4
379,PUMP-001,2026-08-29T14:17:19,38.8,1.86,44.5,417.3,12130.4,1.0,0,0.4
380,PUMP-001,2026-08-29T15:17:19,37.5,1.68,44.8,411.9,12131.4,1.0,0,0.4
381,PUMP-001,2026-08-29T16:17:19,38.7,1.72,44.4,415.1,12132.4,1.0,0,0.4
382,PUMP-001,2026-08-29T17:17:19,37.3,1.71,44.3,418.9,12133.4,1.0,0,0.4
383,PUMP-001,2026-08-29T18:17:19,37.3,1.99,44.8,412.7,12134.4,1.0,0,0.4
384,PUMP-001,2026-08-29T19:17:19,36.7,1.72,44.6,415.7,12135.4,1.0,0,0.4
385,PUMP-001,2026-08-29T20:17:19,36.6,2.04,45.6,410.5,12136.4,1.0,0,0.4
386,PUMP-001,2026-08-29T21:17:19,36.7,1.72,45.7,413.6,12137.4,1.0,0,0.4
387,PUMP-001,2026-08-29T22:17:19,39.3,2.02,45.2,414.2,12138.4,1.0,0,0.4
388,PUMP-001,2026-08-29T23:17:19,40.0,1.69,0.1,411.4,12138.4,0.0,0,0.4
389,PUMP-001,2026-08-30T00:17:19,38.1,1.74,0.0,414.1,12138.4,0.0,0,0.4
390,PUMP-001,2026-08-30T01:17:19,37.6,1.73,8.7,420.2,12138.6,0.2,0,0.4
391,PUMP-001,2026-08-30T02:17:19,37.8,1.67,0.3,415.6,12138.6,0.0,0,0.4
392,PUMP-001,2026-08-30T03:17:19,37.4,1.65,0.0,417.3,12138.6,0.0,0,0.4
393,PUMP-001,2026-08-30T04:17:19,38.4,1.97,9.0,413.6,12138.8,0.2,0,0.4
394,PUMP-001,2026-08-30T05:17:19,38.6,2.02,0.0,413.3,12138.8,0.0,0,0.4
395,PUMP-001,2026-08-30T06:17:19,37.9,1.74,45.8,421.8,12139.8,1.0,0,0.4
396,PUMP-001,2026-08-30T07:17:19,38.6,1.71,45.0,413.5,12140.8,1.0,0,0.4
397,PUMP-001,2026-08-30T08:17:19,38.5,2.05,45.1,418.6,12141.8,1.0,0,0.4
398,PUMP-001,2026-08-30T09:17:19,38.1,1.77,45.0,416.6,12142.8,1.0,0,0.4
399,PUMP-001,2026-08-30T10:17:19,37.6,1.53,45.4,413.6,12143.8,1.0,0,0.4
400,PUMP-001,2026-08-30T11:17:19,38.3,1.72,44.6,415.3,12144.8,1.0,0,0.4
401,PUMP-001,2026-08-30T12:17:19,36.6,1.7,44.8,419.5,12145.8,1.0,0,0.4
402,PUMP-001,2026-08-30T13:17:19,37.4,1.73,45.7,419.2,12146.8,1.0,0,0.4
403,PUMP-001,2026-08-30T14:17:19,38.0,1.89,45.0,415.3,12147.8,1.0,0,0.4
404,PUMP-001,2026-08-30T15:17:19,36.7,1.73,45.8,413.8,12148.8,1.0,0,0.4
405,PUMP-001,2026-08-30T16:17:19,38.2,1.92,46.3,413.4,12149.8,1.0,0,0.4
406,PUMP-001,2026-08-30T17:17:19,37.9,1.98,44.9,415.7,12150.8,1.0,0,0.41
407,PUMP-001,2026-08-30T18:17:19,38.4,2.05,44.5,412.3,12151.8,1.0,0,0.41
408,PUMP-001,2026-08-30T19:17:19,38.8,1.7,44.7,415.8,12152.8,1.0,0,0.41
409,PUMP-001,2026-08-30T20:17:19,38.1,2.08,45.2,415.8,12153.8,1.0,0,0.41
410,PUMP-001,2026-08-30T21:17:19,38.6,1.81,45.7,417.0,12154.8,1.0,0,0.41
411,PUMP-001,2026-08-30T22:17:19,38.1,1.86,45.0,416.1,12155.8,1.0,0,0.41
412,PUMP-001,2026-08-30T23:17:19,37.9,1.84,0.0,410.9,12155.8,0.0,0,0.41
413,PUMP-001,2026-08-31T00:17:19,36.8,1.75,9.4,416.0,12156.0,0.2,0,0.41
414,PUMP-001,2026-08-31T01:17:19,38.2,1.72,0.5,417.2,12156.0,0.0,0,0.41
415,PUMP-001,2026-08-31T02:17:19,38.2,1.77,0.4,418.1,12156.0,0.0,0,0.41
416,PUMP-001,2026-08-31T03:17:19,37.0,1.92,9.1,413.4,12156.2,0.2,0,0.41
417,PUMP-001,2026-08-31T04:17:19,39.0,2.01,0.5,412.6,12156.2,0.0,0,0.41
418,PUMP-001,2026-08-31T05:17:19,40.7,1.78,0.0,411.3,12156.2,0.0,0,0.41
419,PUMP-001,2026-08-31T06:17:19,39.0,1.87,45.7,415.3,12157.2,1.0,0,0.41
420,PUMP-001,2026-08-31T07:17:19,37.2,1.5,45.2,415.7,12158.2,1.0,0,0.41
421,PUMP-001,2026-08-31T08:17:19,36.3,1.79,44.9,417.1,12159.2,1.0,0,0.41
422,PUMP-001,2026-08-31T09:17:19,38.3,1.75,44.8,410.7,12160.2,1.0,0,0.41
423,PUMP-001,2026-08-31T10:17:19,40.1,1.84,45.0,421.2,12161.2,1.0,0,0.41
424,PUMP-001,2026-08-31T11:17:19,37.9,1.94,45.6,415.5,12162.2,1.0,0,0.41
425,PUMP-001,2026-08-31T12:17:19,38.0,1.98,45.1,412.7,12163.2,1.0,0,0.41
426,PUMP-001,2026-08-31T13:17:19,38.5,1.64,44.6,418.2,12164.2,1.0,0,0.41
427,PUMP-001,2026-08-31T14:17:19,36.8,2.03,44.7,415.5,12165.2,1.0,0,0.41
428,PUMP-001,2026-08-31T15:17:19,38.8,1.58,45.1,417.4,12166.2,1.0,0,0.41
429,PUMP-001,2026-08-31T16:17:19,38.8,1.61,45.6,414.3,12167.2,1.0,0,0.41
430,PUMP-001,2026-08-31T17:17:19,39.3,1.9,45.5,411.7,12168.2,1.0,0,0.41
431,PUMP-001,2026-08-31T18:17:19,38.1,1.67,45.6,412.3,12169.2,1.0,0,0.41
432,PUMP-001,2026-08-31T19:17:19,40.6,1.74,45.8,413.8,12170.2,1.0,0,0.41
433,PUMP-001,2026-08-31T20:17:19,37.1,1.73,45.0,414.1,12171.2,1.0,0,0.41
434,PUMP-001,2026-08-31T21:17:19,37.1,1.9,45.7,415.3,12172.2,1.0,0,0.41
435,PUMP-001,2026-08-31T22:17:19,37.6,2.13,45.9,410.0,12173.2,1.0,0,0.41
436,PUMP-001,2026-08-31T23:17:19,36.4,1.62,0.6,418.2,12173.2,0.0,0,0.41
437,PUMP-001,2026-09-01T00:17:19,37.8,1.81,9.6,417.4,12173.4,0.2,0,0.41
438,PUMP-001,2026-09-01T01:17:19,38.2,1.8,0.0,415.2,12173.4,0.0,0,0.41
439,PUMP-001,2026-09-01T02:17:19,39.0,1.85,9.0,416.7,12173.6,0.2,0,0.41
440,PUMP-001,2026-09-01T03:17:19,39.6,1.85,8.7,417.6,12173.8,0.2,0,0.41
441,PUMP-001,2026-09-01T04:17:19,37.7,2.03,0.0,412.0,12173.8,0.0,0,0.41
442,PUMP-001,2026-09-01T05:17:19,37.6,1.71,0.0,418.5,12173.8,0.0,0,0.41
443,PUMP-001,2026-09-01T06:17:19,38.6,1.65,45.6,418.8,12174.8,1.0,0,0.41
444,PUMP-001,2026-09-01T07:17:19,37.4,1.97,44.7,411.4,12175.8,1.0,0,0.41
445,PUMP-001,2026-09-01T08:17:19,37.1,1.76,44.9,417.2,12176.8,1.0,0,0.41
446,PUMP-001,2026-09-01T09:17:19,38.5,1.72,45.1,409.7,12177.8,1.0,0,0.41
447,PUMP-001,2026-09-01T10:17:19,39.7,1.73,46.1,413.7,12178.8,1.0,0,0.41
448,PUMP-001,2026-09-01T11:17:19,37.4,1.79,45.0,412.4,12179.8,1.0,0,0.41
449,PUMP-001,2026-09-01T12:17:19,35.9,1.71,44.4,414.1,12180.8,1.0,0,0.41
450,PUMP-001,2026-09-01T13:17:19,37.0,1.92,44.8,413.9,12181.8,1.0,0,0.41
451,PUMP-001,2026-09-01T14:17:19,38.0,1.83,45.0,416.8,12182.8,1.0,0,0.41
452,PUMP-001,2026-09-01T15:17:19,38.0,1.94,44.8,417.4,12183.8,1.0,0,0.41
453,PUMP-001,2026-09-01T16:17:19,38.4,1.63,44.9,409.0,12184.8,1.0,0,0.41
454,PUMP-001,2026-09-01T17:17:19,37.9,1.95,44.8,415.1,12185.8,1.0,0,0.41
455,PUMP-001,2026-09-01T18:17:19,38.7,1.83,44.6,415.6,12186.8,1.0,0,0.41
456,PUMP-001,2026-09-01T19:17:19,38.5,1.94,44.8,415.8,12187.8,1.0,0,0.41
457,PUMP-001,2026-09-01T20:17:19,37.5,1.9,44.8,414.9,12188.8,1.0,0,0.41
458,PUMP-001,2026-09-01T21:17:19,38.1,1.69,45.5,416.3,12189.8,1.0,0,0.41
459,PUMP-001,2026-09-01T22:17:19,36.5,1.74,44.8,411.2,12190.8,1.0,0,0.41
460,PUMP-001,2026-09-01T23:17:19,39.1,1.88,0.3,416.4,12190.8,0.0,0,0.41
461,PUMP-001,2026-09-02T00:17:19,39.3,1.56,0.5,416.4,12190.8,0.0,0,0.41
462,PUMP-001,2026-09-02T01:17:19,38.0,1.77,8.8,417.0,12191.0,0.2,0,0.41
463,PUMP-001,2026-09-02T02:17:19,37.3,1.9,0.0,419.1,12191.0,0.0,0,0.41
464,PUMP-001,2026-09-02T03:17:19,38.0,1.98,0.0,419.9,12191.0,0.0,0,0.41
465,PUMP-001,2026-09-02T04:17:19,38.4,1.71,0.0,417.2,12191.0,0.0,0,0.41
466,PUMP-001,2026-09-02T05:17:19,38.7,2.09,0.0,411.8,12191.0,0.0,0,0.41
467,PUMP-001,2026-09-02T06:17:19,36.8,2.23,45.3,413.1,12192.0,1.0,0,0.41
468,PUMP-001,2026-09-02T07:17:19,37.1,1.88,46.6,415.4,12193.0,1.0,0,0.41
469,PUMP-001,2026-09-02T08:17:19,38.3,1.75,45.7,414.0,12194.0,1.0,0,0.41
470,PUMP-001,2026-09-02T09:17:19,38.8,1.93,45.2,416.4,12195.0,1.0,0,0.41
471,PUMP-001,2026-09-02T10:17:19,36.2,1.76,44.6,415.4,12196.0,1.0,0,0.41
472,PUMP-001,2026-09-02T11:17:19,38.3,1.85,45.8,409.9,12197.0,1.0,0,0.41
473,PUMP-001,2026-09-02T12:17:19,36.1,1.9,45.2,419.3,12198.0,1.0,0,0.41
474,PUMP-001,2026-09-02T13:17:19,38.1,1.94,45.0,414.2,12199.0,1.0,0,0.41
475,PUMP-001,2026-09-02T14:17:19,36.3,1.66,44.9,414.6,12200.0,1.0,0,0.41
476,PUMP-001,2026-09-02T15:17:19,38.2,1.7,45.8,415.7,12201.0,1.0,0,0.41
477,PUMP-001,2026-09-02T16:17:19,37.1,1.73,45.4,413.8,12202.0,1.0,0,0.41
478,PUMP-001,2026-09-02T17:17:19,37.6,1.78,44.3,417.0,12203.0,1.0,0,0.41
479,PUMP-001,2026-09-02T18:17:19,37.9,2.12,45.0,414.5,12204.0,1.0,0,0.41
480,PUMP-001,2026-09-02T19:17:19,37.8,1.98,45.0,417.0,12205.0,1.0,0,0.41
481,PUMP-001,2026-09-02T20:17:19,39.8,1.52,45.1,414.4,12206.0,1.0,0,0.41
482,PUMP-001,2026-09-02T21:17:19,37.8,1.71,44.4,415.3,12207.0,1.0,0,0.41
483,PUMP-001,2026-09-02T22:17:19,37.7,1.61,45.2,414.1,12208.0,1.0,0,0.41
484,PUMP-001,2026-09-02T23:17:19,37.2,1.72,0.0,419.1,12208.0,0.0,0,0.41
485,PUMP-001,2026-09-03T00:17:19,37.7,1.87,0.7,417.1,12208.0,0.0,0,0.41
486,PUMP-001,2026-09-03T01:17:19,38.9,1.61,0.0,417.1,12208.0,0.0,0,0.41
487,PUMP-001,2026-09-03T02:17:19,38.1,1.82,0.5,415.2,12208.0,0.0,0,0.41
488,PUMP-001,2026-09-03T03:17:19,39.6,1.6,0.0,414.1,12208.0,0.0,0,0.41
489,PUMP-001,2026-09-03T04:17:19,38.2,1.92,0.0,412.9,12208.0,0.0,0,0.41
490,PUMP-001,2026-09-03T05:17:19,37.7,1.89,0.0,416.2,12208.0,0.0,0,0.41
491,PUMP-001,2026-09-03T06:17:19,37.4,1.86,45.0,416.5,12209.0,1.0,0,0.41
492,PUMP-001,2026-09-03T07:17:19,37.7,2.04,44.4,412.5,12210.0,1.0,0,0.41
493,PUMP-001,2026-09-03T08:17:19,37.4,1.59,45.2,415.3,12211.0,1.0,0,0.41
494,PUMP-001,2026-09-03T09:17:19,39.3,1.82,45.2,414.6,12212.0,1.0,0,0.41
495,PUMP-001,2026-09-03T10:17:19,37.8,1.68,44.7,412.7,12213.0,1.0,0,0.41
496,PUMP-001,2026-09-03T11:17:19,39.6,1.73,45.1,419.9,12214.0,1.0,0,0.41
497,PUMP-001,2026-09-03T12:17:19,39.2,1.61,45.4,414.2,12215.0,1.0,0,0.41
498,PUMP-001,2026-09-03T13:17:19,37.7,2.03,45.2,413.8,12216.0,1.0,0,0.41
499,PUMP-001,2026-09-03T14:17:19,37.6,1.59,45.3,413.8,12217.0,1.0,0,0.41
500,PUMP-001,2026-09-03T15:17:19,37.6,1.55,45.2,409.9,12218.0,1.0,0,0.41
501,PUMP-001,2026-09-03T16:17:19,38.5,1.74,45.1,416.5,12219.0,1.0,0,0.41
502,PUMP-001,2026-09-03T17:17:19,36.9,1.76,44.7,417.0,12220.0,1.0,0,0.41
503,PUMP-001,2026-09-03T18:17:19,34.8,1.82,45.2,416.2,12221.0,1.0,0,0.41
504,PUMP-001,2026-09-03T19:17:19,38.9,1.72,44.8,416.8,12222.0,1.0,0,0.41
505,XFRM-001,2026-08-27T20:17:19,53.5,0.46,180.2,415.6,24001.0,1.0,0,0.8
506,XFRM-001,2026-08-27T21:17:19,54.5,0.39,179.8,407.8,24002.0,1.0,0,0.8
507,XFRM-001,2026-08-27T22:17:19,56.0,0.14,181.2,413.4,24003.0,1.0,0,0.8
508,XFRM-001,2026-08-27T23:17:19,54.4,0.24,179.8,414.5,24004.0,1.0,0,0.8
