energy_id,facility_id,timestamp,electricity_usage,water_usage,hvac_usage,lighting_usage,equipment_usage,other_usage,outdoor_temp_c,occupancy_pct,is_anomaly,anomaly_score
665,1,2026-08-31T16:00:00,201.74,45.95,96.06,55.92,42.21,16.03,28.4,92.2,0,0.0
666,1,2026-08-31T17:00:00,186.49,45.3,96.68,52.29,41.3,19.11,30.0,94.3,0,0.0
667,1,2026-08-31T18:00:00,141.74,30.06,58.27,46.28,26.96,13.12,27.9,68.2,0,0.0
668,1,2026-08-31T19:00:00,133.49,28.01,59.95,39.66,22.68,13.87,28.8,68.6,0,0.0
669,1,2026-08-31T20:00:00,152.77,32.53,61.38,40.66,23.51,14.08,28.6,60.7,0,0.0
670,1,2026-08-31T21:00:00,40.79,10.4,22.66,12.73,8.22,4.14,26.9,22.8,0,0.0
671,1,2026-08-31T22:00:00,45.32,9.58,18.79,10.78,8.98,4.0,26.8,18.5,0,0.0
672,1,2026-08-31T23:00:00,47.92,9.27,20.54,12.58,8.0,3.73,27.5,12.7,0,0.0
673,1,2026-09-01T00:00:00,36.25,9.25,20.62,12.03,7.83,4.43,26.8,10.2,0,0.0
674,1,2026-09-01T01:00:00,42.97,9.93,17.24,12.39,8.04,4.34,27.5,23.8,0,0.0
675,1,2026-09-01T02:00:00,44.22,8.55,19.12,14.49,6.32,4.18,27.8,22.0,0,0.0
676,1,2026-09-01T03:00:00,43.85,8.88,18.36,11.83,8.39,3.81,26.6,23.9,0,0.0
677,1,2026-09-01T04:00:00,46.47,9.25,21.19,12.35,8.27,4.04,28.7,12.2,0,0.0
678,1,2026-09-01T05:00:00,43.64,8.63,21.68,12.94,7.55,4.34,29.1,19.2,0,0.0
679,1,2026-09-01T06:00:00,43.03,8.31,21.23,12.75,8.39,3.91,29.5,17.2,0,0.0
680,1,2026-09-01T07:00:00,153.89,32.21,71.17,45.33,29.07,12.79,31.8,73.9,0,0.0
681,1,2026-09-01T08:00:00,182.93,36.83,106.55,50.5,28.29,15.61,32.9,74.8,0,0.0
682,1,2026-09-01T09:00:00,156.75,41.03,91.52,44.5,31.35,15.2,32.6,76.0,0,0.0
683,1,2026-09-01T10:00:00,212.44,41.13,99.26,59.27,38.16,18.99,31.2,100.0,0,0.0
684,1,2026-09-01T11:00:00,202.51,34.52,112.59,59.48,34.45,17.3,32.1,100.0,0,0.0
685,1,2026-09-01T12:00:00,228.1,36.72,125.8,62.54,38.59,19.67,32.9,100.0,0,0.0
686,1,2026-09-01T13:00:00,209.8,42.5,113.28,54.33,38.74,15.94,31.3,99.7,0,0.0
687,1,2026-09-01T14:00:00,218.7,40.38,103.23,59.21,32.35,18.22,31.0,100.0,0,0.0
688,1,2026-09-01T15:00:00,209.48,38.27,99.12,59.08,35.97,18.22,30.4,89.0,0,0.0
689,1,2026-09-01T16:00:00,213.95,41.89,89.32,62.37,42.14,16.48,28.6,100.0,0,0.0
690,1,2026-09-01T17:00:00,212.61,41.95,102.75,55.17,37.96,20.08,29.3,92.1,0,0.0
691,1,2026-09-01T18:00:00,149.04,32.63,62.72,44.12,26.05,11.09,29.2,59.0,0,0.0
692,1,2026-09-01T19:00:00,146.9,30.39,70.27,40.65,21.97,10.96,28.5,60.5,0,0.0
693,1,2026-09-01T20:00:00,160.56,31.19,69.34,40.02,23.91,13.17,27.1,62.9,0,0.0
694,1,2026-09-01T21:00:00,41.16,8.55,19.93,11.5,7.54,3.65,26.4,22.3,0,0.0
695,1,2026-09-01T22:00:00,38.93,9.71,18.53,12.22,10.04,3.81,27.3,22.1,0,0.0
696,1,2026-09-01T23:00:00,42.46,9.53,20.99,12.9,9.05,3.78,26.3,20.5,0,0.0
697,1,2026-09-02T00:00:00,39.1,8.88,20.36,11.4,7.59,3.63,26.7,24.0,0,0.0
698,1,2026-09-02T01:00:00,45.73,8.28,22.25,12.58,8.55,4.19,25.4,32.4,0,0.0
699,1,2026-09-02T02:00:00,40.05,8.24,17.66,12.12,8.08,3.59,27.1,17.2,0,0.0
700,1,2026-09-02T03:00:00,43.53,9.73,21.21,13.62,7.79,3.75,27.0,28.6,0,0.0
701,1,2026-09-02T04:00:00,44.94,9.98,21.65,11.12,7.96,3.87,29.0,21.4,0,0.0
702,1,2026-09-02T05:00:00,46.47,9.41,18.89,12.68,7.15,4.18,29.5,20.7,0,0.0
703,1,2026-09-02T06:00:00,46.06,7.52,21.19,11.88,8.99,3.94,30.5,20.1,0,0.0
704,1,2026-09-02T07:00:00,150.02,32.82,86.57,37.87,26.22,13.73,31.0,68.2,0,0.0
705,1,2026-09-02T08:00:00,157.59,32.41,96.65,50.42,32.66,16.4,32.6,64.2,0,0.0
706,1,2026-09-02T09:00:00,171.53,33.59,93.42,51.62,32.8,14.9,32.4,77.5,0,0.0
707,1,2026-09-02T10:00:00,196.73,42.06,113.21,61.2,41.21,18.95,32.2,100.0,0,0.0
708,1,2026-09-02T11:00:00,209.98,34.73,103.56,63.42,34.79,21.6,31.5,86.9,0,0.0
709,1,2026-09-02T12:00:00,229.11,38.7,128.95,60.52,33.41,17.11,31.4,84.9,0,0.0
710,1,2026-09-02T13:00:00,181.54,41.91,99.89,57.58,40.79,19.3,31.4,92.6,0,0.0
711,1,2026-09-02T14:00:00,184.51,42.39,118.46,56.37,40.31,21.38,32.5,100.0,0,0.0
712,1,2026-09-02T15:00:00,220.44,38.74,114.79,55.54,41.77,18.67,30.8,95.7,0,0.0
713,1,2026-09-02T16:00:00,185.84,38.18,97.13,59.78,40.62,21.01,31.1,88.5,0,0.0
714,1,2026-09-02T17:00:00,185.89,37.59,94.28,64.03,39.93,18.66,29.8,95.3,0,0.0
715,1,2026-09-02T18:00:00,148.27,31.17,69.22,38.61,23.63,12.83,29.6,66.9,0,0.0
716,1,2026-09-02T19:00:00,154.54,26.33,69.41,35.52,27.81,13.24,28.3,60.8,0,0.0
717,1,2026-09-02T20:00:00,145.53,27.77,60.66,34.72,26.42,12.43,25.9,66.6,0,0.0
718,1,2026-09-02T21:00:00,38.06,8.52,20.5,14.78,8.82,3.51,28.1,12.2,0,0.0
719,1,2026-09-02T22:00:00,43.62,9.24,20.58,13.28,7.55,4.26,26.9,22.5,0,0.0
720,1,2026-09-02T23:00:00,43.43,9.31,16.53,13.28,7.08,4.37,26.7,25.4,0,0.0
721,1,2026-09-03T00:00:00,50.52,10.04,19.36,13.53,8.86,3.15,26.9,10.4,0,0.0
722,1,2026-09-03T01:00:00,49.18,9.54,19.05,12.7,7.88,3.48,26.4,12.7,0,0.0
723,1,2026-09-03T02:00:00,47.9,9.99,20.65,12.43,7.56,3.8,26.3,12.7,0,0.0
724,1,2026-09-03T03:00:00,38.45,9.46,20.26,12.59,7.77,4.91,27.4,10.8,0,0.0
725,1,2026-09-03T04:00:00,40.58,10.0,21.69,12.1,7.98,3.9,30.4,24.7,0,0.0
726,1,2026-09-03T05:00:00,50.7,8.96,18.72,12.03,6.52,4.12,27.8,18.2,0,0.0
727,1,2026-09-03T06:00:00,47.95,10.05,21.44,12.6,8.9,4.27,29.6,12.9,0,0.0
728,1,2026-09-03T07:00:00,149.51,33.68,70.39,39.57,27.83,14.76,31.3,67.3,0,0.0
729,1,2026-09-03T08:00:00,164.23,32.9,94.44,42.16,30.24,15.52,32.7,77.9,0,0.0
730,1,2026-09-03T09:00:00,178.44,35.63,70.71,54.64,32.66,14.75,32.4,86.2,0,0.0
731,1,2026-09-03T10:00:00,210.81,46.57,109.01,57.1,43.09,19.39,31.2,97.8,0,0.0
732,1,2026-09-03T11:00:00,208.27,42.01,97.81,55.7,41.66,17.58,31.6,92.8,0,0.0
733,1,2026-09-03T12:00:00,222.27,38.06,115.58,58.2,36.08,17.4,33.3,99.1,0,0.0
734,1,2026-09-03T13:00:00,199.39,39.58,128.99,63.23,36.2,20.96,33.3,93.1,0,0.0
735,1,2026-09-03T14:00:00,210.61,37.22,122.09,57.63,37.43,20.9,33.4,93.3,0,0.0
736,1,2026-09-03T15:00:00,214.13,46.37,103.33,60.33,44.76,17.87,30.8,98.4,0,0.0
737,1,2026-09-03T16:00:00,247.95,47.83,118.87,63.8,40.75,18.45,30.9,100.0,0,0.0
738,1,2026-09-03T17:00:00,202.02,47.58,84.89,62.42,36.3,20.53,29.0,100.0,0,0.0
739,1,2026-09-03T18:00:00,131.07,28.3,71.23,37.88,23.99,13.08,28.9,55.9,0,0.0
740,1,2026-09-03T19:00:00,134.99,29.63,68.91,41.04,24.56,12.76,27.1,62.3,0,0.0
741,1,2026-09-03T20:00:00,143.47,27.78,62.95,43.65,27.98,13.32,26.0,67.1,0,0.0
742,1,2026-09-03T21:00:00,40.13,9.1,19.66,12.7,8.17,4.26,27.9,23.3,0,0.0
743,1,2026-09-03T22:00:00,46.9,9.42,19.77,13.16,8.66,4.36,27.3,24.8,0,0.0
744,1,2026-09-03T23:00:00,46.02,9.92,22.61,13.41,7.75,3.54,26.4,22.1,0,0.0
745,2,2026-08-04T00:00:00,42.06,10.1,20.5,11.94,8.42,3.49,27.8,13.8,0,0.0
746,2,2026-08-04T01:00:00,46.7,25.79,21.59,12.81,7.03,4.56,29.3,10.5,1,0.0
747,2,2026-08-04T02:00:00,50.1,7.84,18.68,10.03,7.48,4.15,28.5,21.4,0,0.0
748,2,2026-08-04T03:00:00,50.03,9.05,21.69,12.61,7.64,4.03,30.2,29.6,0,0.0
749,2,2026-08-04T04:00:00,40.6,9.17,22.3,11.84,7.72,4.43,31.0,15.3,0,0.0
750,2,2026-08-04T05:00:00,121.7,10.3,20.4,12.63,7.67,3.78,30.3,22.8,1,0.0
751,2,2026-08-04T06:00:00,34.45,8.8,22.3,11.07,7.5,3.63,31.4,20.5,0,0.0
752,2,2026-08-04T07:00:00,144.83,28.49,82.55,39.73,27.39,13.14,31.7,72.1,0,0.0
753,2,2026-08-04T08:00:00,175.84,32.82,85.74,47.22,32.05,14.92,34.8,74.0,0,0.0
754,2,2026-08-04T09:00:00,184.94,34.58,97.55,52.38,33.96,14.03,33.6,74.2,0,0.0
755,2,2026-08-04T10:00:00,201.61,38.32,110.22,47.3,40.27,18.74,33.8,86.1,0,0.0
756,2,2026-08-04T11:00:00,178.3,41.19,115.68,66.58,37.2,19.65,34.6,100.0,0,0.0
757,2,2026-08-04T12:00:00,219.27,42.94,117.09,61.95,38.56,20.05,34.7,91.8,0,0.0
758,2,2026-08-04T13:00:00,235.34,44.75,121.87,59.24,34.18,19.79,34.5,97.4,0,0.0
759,2,2026-08-04T14:00:00,224.23,44.7,131.45,61.69,37.81,18.33,33.2,89.4,0,0.0
760,2,2026-08-04T15:00:00,186.1,41.36,100.18,60.88,38.8,20.64,32.0,99.2,0,0.0
761,2,2026-08-04T16:00:00,169.25,37.71,114.24,59.48,33.79,19.75,32.3,93.4,0,0.0
762,2,2026-08-04T17:00:00,226.42,40.29,104.54,56.76,36.35,20.91,30.9,100.0,0,0.0
763,2,2026-08-04T18:00:00,147.43,31.58,68.76,46.17,24.66,13.86,29.6,67.5,0,0.0
764,2,2026-08-04T19:00:00,132.18,30.05,74.06,44.7,24.68,13.34,29.7,60.1,0,0.0
765,2,2026-08-04T20:00:00,149.84,29.49,66.49,37.36,27.15,14.88,28.3,65.6,0,0.0
766,2,2026-08-04T21:00:00,43.49,9.46,21.41,12.33,9.0,3.75,28.8,13.9,0,0.0
767,2,2026-08-04T22:00:00,43.3,8.93,19.65,10.98,7.47,3.61,28.5,24.4,0,0.0
768,2,2026-08-04T23:00:00,43.01,9.87,19.97,12.33,7.85,4.44,27.5,16.3,0,0.0
769,2,2026-08-05T00:00:00,44.79,7.58,20.35,11.0,7.57,4.06,27.7,15.0,0,0.0
770,2,2026-08-05T01:00:00,117.82,8.63,19.03,13.77,7.98,4.26,28.7,19.8,1,0.0
771,2,2026-08-05T02:00:00,46.97,8.86,23.74,12.71,7.52,4.13,28.7,16.3,0,0.0
772,2,2026-08-05T03:00:00,45.95,8.98,21.04,11.75,7.67,4.03,28.7,8.1,0,0.0
773,2,2026-08-05T04:00:00,45.45,20.5,20.18,13.02,7.98,3.83,29.3,8.5,1,0.0
774,2,2026-08-05T05:00:00,42.15,7.99,22.38,10.87,7.53,3.76,30.5,19.5,0,0.0
775,2,2026-08-05T06:00:00,48.11,7.69,21.97,12.74,7.71,4.1,31.4,20.9,0,0.0
776,2,2026-08-05T07:00:00,144.97,29.9,78.4,46.51,25.7,13.31,33.3,72.4,0,0.0
777,2,2026-08-05T08:00:00,165.1,32.91,94.67,44.69,34.41,15.39,32.4,77.1,0,0.0
778,2,2026-08-05T09:00:00,168.81,39.17,99.48,48.09,32.67,15.93,33.6,68.0,0,0.0
779,2,2026-08-05T10:00:00,239.14,42.32,107.56,60.2,37.22,19.84,32.6,99.0,0,0.0
780,2,2026-08-05T11:00:00,208.2,42.17,120.99,56.38,37.19,21.51,34.8,88.5,0,0.0
781,2,2026-08-05T12:00:00,239.2,40.16,124.02,61.93,40.17,17.24,34.3,92.1,0,0.0
782,2,2026-08-05T13:00:00,191.91,38.71,117.19,52.58,38.27,17.39,34.8,96.3,0,0.0
783,2,2026-08-05T14:00:00,219.55,44.09,111.9,52.27,36.13,17.5,31.7,98.8,0,0.0
784,2,2026-08-05T15:00:00,199.85,38.45,105.92,51.4,36.95,19.68,34.2,87.5,0,0.0
785,2,2026-08-05T16:00:00,205.78,42.23,111.43,65.02,37.11,18.11,31.5,93.6,0,0.0
786,2,2026-08-05T17:00:00,214.39,43.47,103.92,57.74,43.31,19.07,29.4,100.0,0,0.0
787,2,2026-08-05T18:00:00,134.96,30.55,67.5,38.27,29.98,14.1,31.0,65.8,0,0.0
788,2,2026-08-05T19:00:00,154.55,30.08,64.75,41.89,27.02,13.49,28.2,68.0,0,0.0
789,2,2026-08-05T20:00:00,148.23,29.74,71.87,44.19,25.78,13.96,29.5,66.8,0,0.0
790,2,2026-08-05T21:00:00,47.29,9.33,17.76,13.71,8.31,4.01,28.1,13.4,0,0.0
791,2,2026-08-05T22:00:00,44.26,9.16,20.22,12.63,7.36,3.67,26.8,20.5,0,0.0
792,2,2026-08-05T23:00:00,51.3,9.92,22.38,12.06,8.02,4.06,28.3,15.8,0,0.0
793,2,2026-08-06T00:00:00,44.81,10.49,21.0,14.89,6.7,4.08,27.9,13.9,0,0.0
794,2,2026-08-06T01:00:00,47.57,8.48,21.57,12.41,8.25,4.01,26.9,20.0,0,0.0
795,2,2026-08-06T02:00:00,42.36,9.82,22.03,11.58,7.46,3.67,29.7,17.0,0,0.0
796,2,2026-08-06T03:00:00,45.63,9.28,21.46,13.35,8.25,3.76,30.8,18.6,0,0.0
797,2,2026-08-06T04:00:00,46.0,9.47,19.78,13.77,7.73,4.01,29.3,14.5,0,0.0
798,2,2026-08-06T05:00:00,54.05,9.11,19.92,12.74,8.98,3.99,31.1,19.7,0,0.0
799,2,2026-08-06T06:00:00,45.11,7.83,18.35,13.49,7.69,3.45,30.1,17.9,0,0.0
800,2,2026-08-06T07:00:00,282.09,29.42,201.37,38.89,27.02,14.81,32.3,61.3,1,0.5953
801,2,2026-08-06T08:00:00,144.56,34.1,96.78,49.03,30.12,14.91,33.9,66.6,0,0.0
802,2,2026-08-06T09:00:00,155.94,34.1,99.68,44.52,32.65,19.32,33.1,78.4,0,0.0
803,2,2026-08-06T10:00:00,213.46,42.27,118.73,58.55,42.32,19.94,34.8,97.6,0,0.0
804,2,2026-08-06T11:00:00,208.98,41.47,113.78,51.88,36.49,16.86,33.5,90.6,0,0.0
805,2,2026-08-06T12:00:00,236.95,49.31,132.62,53.72,37.1,22.98,35.2,96.9,0,0.0
806,2,2026-08-06T13:00:00,188.25,45.01,113.66,58.7,33.92,17.25,33.1,87.1,0,0.0
807,2,2026-08-06T14:00:00,237.92,42.86,118.72,62.84,34.33,21.34,32.5,97.2,0,0.0
808,2,2026-08-06T15:00:00,219.89,48.82,113.59,63.2,34.82,20.64,34.2,80.8,0,0.0
809,2,2026-08-06T16:00:00,234.27,43.83,114.11,57.35,37.48,18.74,32.0,94.2,0,0.0
810,2,2026-08-06T17:00:00,210.53,46.62,119.73,55.32,38.06,21.78,30.9,92.6,0,0.0
811,2,2026-08-06T18:00:00,130.53,29.65,78.22,42.23,25.14,12.49,30.7,65.9,0,0.0
812,2,2026-08-06T19:00:00,138.93,28.43,79.75,37.14,26.15,13.11,31.3,63.4,0,0.0
813,2,2026-08-06T20:00:00,135.2,27.33,66.72,40.66,27.24,12.21,28.3,61.5,0,0.0
814,2,2026-08-06T21:00:00,39.34,9.44,19.12,12.72,7.2,4.37,29.4,24.3,0,0.0
815,2,2026-08-06T22:00:00,43.28,9.09,19.23,12.15,9.01,3.49,28.1,14.7,0,0.0
816,2,2026-08-06T23:00:00,42.97,8.68,18.98,13.3,7.7,4.06,28.4,21.1,0,0.0
817,2,2026-08-07T00:00:00,47.35,8.55,19.54,11.64,7.31,4.22,28.8,24.5,0,0.0
818,2,2026-08-07T01:00:00,42.23,9.42,17.49,12.24,8.29,4.17,27.9,14.2,0,0.0
819,2,2026-08-07T02:00:00,45.09,9.19,20.35,11.89,8.38,3.51,29.6,21.2,0,0.0
820,2,2026-08-07T03:00:00,45.1,9.61,18.71,12.04,7.82,4.52,28.3,26.3,0,0.0
821,2,2026-08-07T04:00:00,41.8,9.1,20.42,11.23,7.57,3.46,31.0,21.0,0,0.0
822,2,2026-08-07T05:00:00,38.13,9.0,19.91,13.49,8.09,3.74,31.6,25.0,0,0.0
823,2,2026-08-07T06:00:00,46.96,8.93,24.7,11.91,8.42,3.95,32.3,23.4,0,0.0
824,2,2026-08-07T07:00:00,161.6,33.26,81.61,45.69,28.78,15.7,32.4,75.6,0,0.0
825,2,2026-08-07T08:00:00,179.62,34.45,89.11,48.67,27.78,14.49,33.9,77.2,0,0.0
826,2,2026-08-07T09:00:00,171.75,40.04,81.84,52.13,35.9,16.57,32.2,82.4,0,0.0
827,2,2026-08-07T10:00:00,203.77,39.99,100.25,61.77,42.54,16.45,32.7,89.9,0,0.0
828,2,2026-08-07T11:00:00,218.12,45.66,111.07,56.12,40.54,17.48,33.9,92.1,0,0.0
829,2,2026-08-07T12:00:00,180.0,47.32,111.3,57.02,33.2,19.01,33.7,90.2,0,0.0
830,2,2026-08-07T13:00:00,207.76,41.69,102.96,58.04,41.31,17.11,33.1,91.5,0,0.0
831,2,2026-08-07T14:00:00,185.57,45.14,122.29,55.73,38.21,17.68,33.4,97.2,0,0.0
832,2,2026-08-07T15:00:00,235.83,46.72,127.1,62.89,36.97,19.05,33.3,96.4,0,0.0
833,2,2026-08-07T16:00:00,207.83,42.79,97.98,60.76,35.57,20.62,31.0,95.8,0,0.0
834,2,2026-08-07T17:00:00,215.61,42.35,102.22,64.25,36.83,18.82,30.9,98.5,0,0.0
835,2,2026-08-07T18:00:00,150.33,33.12,67.25,44.48,26.0,13.23,30.8,55.4,0,0.0
836,2,2026-08-07T19:00:00,157.5,28.76,74.63,36.26,24.44,13.11,29.9,61.0,0,0.0
837,2,2026-08-07T20:00:00,174.88,29.5,68.13,35.41,29.02,15.55,27.3,64.2,0,0.0
838,2,2026-08-07T21:00:00,42.11,8.53,20.73,13.1,7.31,3.42,28.8,21.8,0,0.0
839,2,2026-08-07T22:00:00,45.26,9.38,16.39,13.42,7.4,4.05,27.9,19.0,0,0.0
840,2,2026-08-07T23:00:00,49.49,8.43,20.44,11.24,7.68,4.05,29.0,25.2,0,0.0
841,2,2026-08-08T00:00:00,28.52,6.69,14.42,10.24,5.89,3.42,28.1,25.5,0,0.0
842,2,2026-08-08T01:00:00,32.88,7.09,17.09,8.8,5.64,3.08,29.4,14.4,0,0.0
843,2,2026-08-08T02:00:00,34.96,7.06,16.56,9.05,5.9,2.93,28.1,12.2,0,0.0
844,2,2026-08-08T03:00:00,51.25,6.99,31.71,10.85,5.75,2.93,29.9,20.9,1,0.0
845,2,2026-08-08T04:00:00,32.81,7.18,15.23,9.53,6.46,2.91,29.7,15.3,0,0.0
846,2,2026-08-08T05:00:00,31.53,6.16,17.93,10.06,5.86,2.55,32.5,7.8,0,0.0
847,2,2026-08-08T06:00:00,31.37,6.9,16.55,9.39,6.11,2.65,30.9,20.4,0,0.0
848,2,2026-08-08T07:00:00,32.06,6.31,14.78,9.54,5.97,3.19,30.7,11.2,0,0.0
849,2,2026-08-08T08:00:00,58.08,14.23,31.38,16.83,12.33,6.63,32.7,25.2,0,0.0
850,2,2026-08-08T09:00:00,69.04,13.23,31.73,17.98,12.67,6.26,31.8,27.1,0,0.0
851,2,2026-08-08T10:00:00,62.84,14.73,34.63,16.34,12.23,6.61,33.4,29.7,0,0.0
852,2,2026-08-08T11:00:00,65.94,13.75,37.34,17.29,11.3,5.47,34.2,29.8,0,0.0
853,2,2026-08-08T12:00:00,69.61,12.65,34.21,20.27,12.6,6.24,34.9,30.2,0,0.0
854,2,2026-08-08T13:00:00,63.66,13.26,35.84,18.65,11.32,6.25,34.1,29.2,0,0.0
855,2,2026-08-08T14:00:00,56.84,14.78,37.81,18.68,11.67,5.85,33.7,31.3,0,0.0
856,2,2026-08-08T15:00:00,58.09,13.85,33.82,19.41,13.41,6.16,32.5,37.6,0,0.0
857,2,2026-08-08T16:00:00,57.74,14.09,33.79,15.5,11.36,6.04,32.5,30.2,0,0.0
858,2,2026-08-08T17:00:00,57.08,14.11,31.99,19.38,12.84,6.43,31.1,29.7,0,0.0
859,2,2026-08-08T18:00:00,36.67,6.46,18.12,8.4,6.14,3.12,30.6,19.5,0,0.0
860,2,2026-08-08T19:00:00,34.47,6.42,16.36,9.77,4.9,3.12,30.0,17.4,0,0.0
861,2,2026-08-08T20:00:00,34.28,6.8,14.66,9.98,5.83,3.14,28.5,8.4,0,0.0
862,2,2026-08-08T21:00:00,33.72,6.72,14.4,10.25,6.22,2.29,28.1,11.6,0,0.0
863,2,2026-08-08T22:00:00,31.69,5.98,12.28,8.07,5.76,3.36,28.3,13.7,0,0.0
864,2,2026-08-08T23:00:00,36.26,6.8,13.89,10.62,5.57,2.75,27.4,10.8,0,0.0
865,2,2026-08-09T00:00:00,35.54,7.49,11.83,8.14,6.07,3.16,27.1,12.4,0,0.0
866,2,2026-08-09T01:00:00,28.57,7.05,16.05,9.57,5.92,3.02,28.2,16.3,0,0.0
867,2,2026-08-09T02:00:00,31.35,7.51,15.78,8.64,5.88,3.02,29.7,8.9,0,0.0
868,2,2026-08-09T03:00:00,32.46,7.1,18.84,9.51,5.83,2.49,30.5,12.3,0,0.0
869,2,2026-08-09T04:00:00,31.28,7.07,15.59,8.3,5.69,2.98,29.8,15.2,0,0.0
870,2,2026-08-09T05:00:00,32.27,6.98,16.2,8.99,6.06,2.62,31.1,9.8,0,0.0
871,2,2026-08-09T06:00:00,32.19,6.35,17.16,8.67,5.94,3.08,32.2,18.4,0,0.0
872,2,2026-08-09T07:00:00,35.81,7.45,17.01,10.58,7.13,2.88,32.2,16.8,0,0.0
873,2,2026-08-09T08:00:00,68.26,13.29,34.9,15.85,12.05,5.31,32.1,36.7,0,0.0
874,2,2026-08-09T09:00:00,54.11,14.7,39.04,20.56,11.95,5.55,33.6,31.4,0,0.0
875,2,2026-08-09T10:00:00,64.74,13.66,34.58,18.77,12.06,5.23,33.5,30.0,0,0.0
876,2,2026-08-09T11:00:00,66.65,13.6,37.2,18.33,10.63,5.58,32.1,27.3,0,0.0
877,2,2026-08-09T12:00:00,68.88,13.82,36.75,18.21,11.32,6.66,35.5,25.8,0,0.0
878,2,2026-08-09T13:00:00,65.63,12.72,33.7,16.56,13.4,6.01,32.5,31.3,0,0.0
879,2,2026-08-09T14:00:00,59.12,14.69,34.77,16.57,11.92,5.85,33.4,26.5,0,0.0
880,2,2026-08-09T15:00:00,58.22,11.6,37.55,18.8,10.68,5.49,30.8,34.0,0,0.0
881,2,2026-08-09T16:00:00,62.28,14.42,30.27,19.9,11.99,6.69,32.4,28.5,0,0.0
882,2,2026-08-09T17:00:00,69.04,14.31,35.55,16.92,13.16,6.07,30.4,25.5,0,0.0
883,2,2026-08-09T18:00:00,36.43,6.67,15.66,9.68,6.88,3.09,30.9,15.0,0,0.0
884,2,2026-08-09T19:00:00,29.96,7.35,15.42,8.85,5.47,3.05,29.1,18.0,0,0.0
885,2,2026-08-09T20:00:00,32.08,7.58,15.97,9.54,6.33,2.97,29.6,25.8,0,0.0
886,2,2026-08-09T21:00:00,35.01,7.26,15.33,8.97,5.87,2.96,27.3,19.5,0,0.0
887,2,2026-08-09T22:00:00,31.46,6.68,15.19,9.46,6.0,2.38,27.2,7.7,0,0.0
888,2,2026-08-09T23:00:00,45.0,5.5,28.16,7.98,6.08,2.79,28.7,15.8,1,0.0
889,2,2026-08-10T00:00:00,41.06,9.59,19.9,13.34,7.29,4.64,27.6,18.4,0,0.0
890,2,2026-08-10T01:00:00,43.74,8.93,17.48,13.49,8.13,4.28,28.2,24.3,0,0.0
891,2,2026-08-10T02:00:00,42.22,8.37,18.9,12.85,8.53,3.99,30.0,19.7,0,0.0
892,2,2026-08-10T03:00:00,37.59,8.78,17.72,10.9,9.03,3.9,28.1,16.7,0,0.0
893,2,2026-08-10T04:00:00,44.56,8.71,18.12,14.31,8.68,3.73,28.7,13.5,0,0.0
894,2,2026-08-10T05:00:00,46.05,8.11,21.71,10.45,8.8,3.98,31.5,18.8,0,0.0
895,2,2026-08-10T06:00:00,44.02,9.32,27.71,12.33,6.67,4.35,31.3,18.4,0,0.0
896,2,2026-08-10T07:00:00,151.67,36.41,88.83,41.55,33.59,16.53,31.7,72.1,0,0.0
897,2,2026-08-10T08:00:00,176.51,32.54,85.91,41.09,33.41,13.62,32.6,65.2,0,0.0
898,2,2026-08-10T09:00:00,163.81,33.0,91.73,52.05,26.84,17.08,32.8,81.8,0,0.0
899,2,2026-08-10T10:00:00,194.26,41.98,110.1,52.1,41.19,19.12,34.8,98.9,0,0.0
900,2,2026-08-10T11:00:00,216.86,41.16,110.5,57.23,41.7,19.92,33.7,98.1,0,0.0
901,2,2026-08-10T12:00:00,227.68,45.07,107.19,57.26,35.56,19.36,32.8,86.1,0,0.0
902,2,2026-08-10T13:00:00,205.5,43.14,112.17,57.69,43.94,17.87,33.8,100.0,0,0.0
903,2,2026-08-10T14:00:00,220.25,36.1,116.51,61.98,37.89,19.19,32.8,93.8,0,0.0
904,2,2026-08-10T15:00:00,226.87,40.59,106.24,67.94,34.16,19.27,31.9,99.1,0,0.0
905,2,2026-08-10T16:00:00,207.78,36.23,116.65,65.03,42.1,19.39,31.9,100.0,0,0.0
906,2,2026-08-10T17:00:00,195.57,35.82,108.06,54.97,40.66,19.17,32.0,95.9,0,0.0
907,2,2026-08-10T18:00:00,150.51,30.89,64.82,42.92,29.02,12.52,29.4,76.1,0,0.0
908,2,2026-08-10T19:00:00,129.26,28.67,62.71,45.41,26.46,13.81,29.0,63.3,0,0.0
909,2,2026-08-10T20:00:00,130.6,33.34,53.65,41.06,26.94,13.51,28.1,71.8,0,0.0
910,2,2026-08-10T21:00:00,49.28,10.44,20.49,10.49,6.7,3.92,27.2,17.3,0,0.0
911,2,2026-08-10T22:00:00,45.14,8.94,21.04,12.23,7.42,3.83,28.6,21.1,0,0.0
912,2,2026-08-10T23:00:00,41.4,8.75,18.73,12.91,7.68,3.98,27.7,11.4,0,0.0
913,2,2026-08-11T00:00:00,43.71,9.69,17.7,12.81,7.33,3.95,29.1,20.3,0,0.0
914,2,2026-08-11T01:00:00,45.2,7.9,21.16,12.01,6.38,3.51,28.5,21.0,0,0.0
915,2,2026-08-11T02:00:00,46.64,9.36,23.6,12.4,7.9,3.77,29.5,27.0,0,0.0
916,2,2026-08-11T03:00:00,40.67,7.85,20.79,11.45,8.46,3.89,29.9,19.7,0,0.0
